,accession,trivname
59450,J3KN90,J3KN90_HUMAN
59451,F8WAS1,F8WAS1_HUMAN
59452,A6PVJ2,A6PVJ2_HUMAN
59453,K7ENN4,K7ENN4_HUMAN
59454,H7C4U7,H7C4U7_HUMAN
59455,V9H0X6,V9H0X6_HUMAN
59456,A0A0G2JRV3,A0A0G2JRV3_HUMAN
59457,Q6P1M8,Q6P1M8_HUMAN
59458,Q96LM7,Q96LM7_HUMAN
59459,A0A0J9YW70,A0A0J9YW70_HUMAN
59460,A0A0C4DGC6,A0A0C4DGC6_HUMAN
59461,K7EM20,K7EM20_HUMAN
59462,K7EN53,K7EN53_HUMAN
59463,A0A1B0GV15,A0A1B0GV15_HUMAN
59464,B3KWA8,B3KWA8_HUMAN
59465,A0A0G2JIS2,A0A0G2JIS2_HUMAN
59466,X6R3N0,X6R3N0_HUMAN
59467,E5RIG2,E5RIG2_HUMAN
59468,B4DWJ1,B4DWJ1_HUMAN
59469,D3JZW5,D3JZW5_HUMAN
59470,H7BZT2,H7BZT2_HUMAN
59471,Q6LCT9,Q6LCT9_HUMAN
59472,H3BR38,H3BR38_HUMAN
59473,C6YB45,C6YB45_HUMAN
59474,A0A0A0MT12,A0A0A0MT12_HUMAN
59475,V9GY49,V9GY49_HUMAN
59476,C9JLH4,C9JLH4_HUMAN
59477,Q5SZK3,Q5SZK3_HUMAN
59478,A0A7I2V3A2,A0A7I2V3A2_HUMAN
59479,A0A1B0GV12,A0A1B0GV12_HUMAN
59480,E7ET52,E7ET52_HUMAN
59481,B4DLR2,B4DLR2_HUMAN
59482,A0A0G2JQ92,A0A0G2JQ92_HUMAN
59483,G3V1S4,G3V1S4_HUMAN
59484,J3KPC5,J3KPC5_HUMAN
59485,C9J6F3,C9J6F3_HUMAN
59486,Q86W61,Q86W61_HUMAN
59487,G5E9H5,G5E9H5_HUMAN
59488,Q5T091,Q5T091_HUMAN
59489,M0R235,M0R235_HUMAN
59490,V9GY86,V9GY86_HUMAN
59491,B4DTL1,B4DTL1_HUMAN
59492,B7Z278,B7Z278_HUMAN
59493,A0A0G2JPI4,A0A0G2JPI4_HUMAN
59494,A0A0S2Z3N5,A0A0S2Z3N5_HUMAN
59495,H3BPB8,H3BPB8_HUMAN
59496,A0A2R8Y809,A0A2R8Y809_HUMAN
59497,B4DMN2,B4DMN2_HUMAN
59498,I3L2J4,I3L2J4_HUMAN
59499,J3QRP5,J3QRP5_HUMAN
59500,E7EVI9,E7EVI9_HUMAN
59501,E9PLW0,E9PLW0_HUMAN
59502,A0A0G2JRC2,A0A0G2JRC2_HUMAN
59503,Q9H5V0,Q9H5V0_HUMAN
59504,K7ENP1,K7ENP1_HUMAN
59505,B4DFI2,B4DFI2_HUMAN
59506,A0A087WYT7,A0A087WYT7_HUMAN
59507,F8VR35,F8VR35_HUMAN
59508,F8WEA3,F8WEA3_HUMAN
59509,H0YAU5,H0YAU5_HUMAN
59510,A2AB88,A2AB88_HUMAN
59511,A0A0G2JQZ3,A0A0G2JQZ3_HUMAN
59512,H0YHF9,H0YHF9_HUMAN
59513,K7EJX0,K7EJX0_HUMAN
59514,D6RC06,D6RC06_HUMAN
59515,D6W5Y7,D6W5Y7_HUMAN
59516,I3L0Q6,I3L0Q6_HUMAN
59517,D6RF43,D6RF43_HUMAN
59518,A0A2R8Y4V9,A0A2R8Y4V9_HUMAN
59519,G3V2C0,G3V2C0_HUMAN
59520,C9JXS3,C9JXS3_HUMAN
59521,A0A2R8Y696,A0A2R8Y696_HUMAN
59522,D6RGZ6,D6RGZ6_HUMAN
59523,M0R3J3,M0R3J3_HUMAN
59524,A0A0S2Z429,A0A0S2Z429_HUMAN
59525,A0A4W8VYG7,A0A4W8VYG7_HUMAN
59526,J3QQN1,J3QQN1_HUMAN
59527,H3BRA8,H3BRA8_HUMAN
59528,A0A3B3IS78,A0A3B3IS78_HUMAN
59529,F2Z3N8,F2Z3N8_HUMAN
59530,H7C5G5,H7C5G5_HUMAN
59531,X6R6D0,X6R6D0_HUMAN
59532,C9J8T5,C9J8T5_HUMAN
59533,H0Y9G2,H0Y9G2_HUMAN
59534,A0A5H1ZRP2,A0A5H1ZRP2_HUMAN
59535,A0A5F9ZH52,A0A5F9ZH52_HUMAN
59536,A0A087X0H5,A0A087X0H5_HUMAN
59537,M0R3I1,M0R3I1_HUMAN
59538,A0A0G2JNU8,A0A0G2JNU8_HUMAN
59539,A0A3B3IRI4,A0A3B3IRI4_HUMAN
59540,A0A3B3IRQ3,A0A3B3IRQ3_HUMAN
59541,H7BZY2,H7BZY2_HUMAN
59542,A0A2R8Y5Q0,A0A2R8Y5Q0_HUMAN
59543,E5RHW3,E5RHW3_HUMAN
59544,A0A1W2PPX0,A0A1W2PPX0_HUMAN
59545,K7EID2,K7EID2_HUMAN
59546,A0A2R8YFI2,A0A2R8YFI2_HUMAN
59547,A6NKE1,A6NKE1_HUMAN
59548,M0QYS3,M0QYS3_HUMAN
59549,Q5T8M0,Q5T8M0_HUMAN
59550,E7EWJ9,E7EWJ9_HUMAN
59551,H0YB32,H0YB32_HUMAN
59552,G3V5M0,G3V5M0_HUMAN
59553,A0A087WZZ9,A0A087WZZ9_HUMAN
59554,D6RCS3,D6RCS3_HUMAN
59555,V9GYN5,V9GYN5_HUMAN
59556,F8WCV3,F8WCV3_HUMAN
59557,E5RG94,E5RG94_HUMAN
59558,H3BP78,H3BP78_HUMAN
59559,E7EX73,E7EX73_HUMAN
59560,H3BV18,H3BV18_HUMAN
59561,G3V587,G3V587_HUMAN
59562,F2Z3E2,F2Z3E2_HUMAN
59563,E5RH49,E5RH49_HUMAN
59564,C9JE31,C9JE31_HUMAN
59565,C9JLA8,C9JLA8_HUMAN
59566,K7ENM9,K7ENM9_HUMAN
59567,C9J7D4,C9J7D4_HUMAN
59568,E9PRX6,E9PRX6_HUMAN
59569,A0A0G2JR43,A0A0G2JR43_HUMAN
59570,F5GZ20,F5GZ20_HUMAN
59571,E5RJ10,E5RJ10_HUMAN
59572,C9JWG6,C9JWG6_HUMAN
59573,F5GYX7,F5GYX7_HUMAN
59574,J3QLF6,J3QLF6_HUMAN
59575,C9JF58,C9JF58_HUMAN
59576,I3L329,I3L329_HUMAN
59577,H0YGW1,H0YGW1_HUMAN
59578,Q9NX33,Q9NX33_HUMAN
59579,A0A1B0GUF5,A0A1B0GUF5_HUMAN
59580,F8VR75,F8VR75_HUMAN
59581,C9JW32,C9JW32_HUMAN
59582,F8W7R3,F8W7R3_HUMAN
59583,D6RHJ7,D6RHJ7_HUMAN
59584,G3V4X4,G3V4X4_HUMAN
59585,E7EQJ1,E7EQJ1_HUMAN
59586,X6REK4,X6REK4_HUMAN
59587,C9K0I0,C9K0I0_HUMAN
59588,F5H6X2,F5H6X2_HUMAN
59589,H3BV30,H3BV30_HUMAN
59590,D6RGI6,D6RGI6_HUMAN
59591,C9JGT3,C9JGT3_HUMAN
59592,H7C5L6,H7C5L6_HUMAN
59593,I3L2X5,I3L2X5_HUMAN
59594,C9J6N5,C9J6N5_HUMAN
59595,E9PLK9,E9PLK9_HUMAN
59596,H3BSI4,H3BSI4_HUMAN
59597,C9JMJ0,C9JMJ0_HUMAN
59598,X6RLP6,X6RLP6_HUMAN
59599,A0A0A0MT46,A0A0A0MT46_HUMAN
59600,E9PMN5,E9PMN5_HUMAN
59601,A0A1W2PQS8,A0A1W2PQS8_HUMAN
59602,F8WC59,F8WC59_HUMAN
59603,H0Y8Q7,H0Y8Q7_HUMAN
59604,M0R0A5,M0R0A5_HUMAN
59605,F8WEH5,F8WEH5_HUMAN
59606,H0YBQ1,H0YBQ1_HUMAN
59607,H0YCM8,H0YCM8_HUMAN
59608,B0QZE6,B0QZE6_HUMAN
59609,A0A087WX72,A0A087WX72_HUMAN
59610,I3L3U6,I3L3U6_HUMAN
59611,E9PQP9,E9PQP9_HUMAN
59612,C9JB28,C9JB28_HUMAN
59613,F6U291,F6U291_HUMAN
59614,E5RFV2,E5RFV2_HUMAN
59615,M0R2R1,M0R2R1_HUMAN
59616,H3BQ47,H3BQ47_HUMAN
59617,A0A0A6YYF7,A0A0A6YYF7_HUMAN
59618,E7ENV7,E7ENV7_HUMAN
59619,E9PRW6,E9PRW6_HUMAN
59620,Q5SVY4,Q5SVY4_HUMAN
59621,B1AJQ5,B1AJQ5_HUMAN
59622,H3BUZ9,H3BUZ9_HUMAN
59623,E9PD17,E9PD17_HUMAN
59624,A0A2R8YEI1,A0A2R8YEI1_HUMAN
59625,A0A3B3ITZ8,A0A3B3ITZ8_HUMAN
59626,M0R0G1,M0R0G1_HUMAN
59627,H0Y8N1,H0Y8N1_HUMAN
59628,E9PME8,E9PME8_HUMAN
59629,E9PPP6,E9PPP6_HUMAN
59630,F8W0K0,F8W0K0_HUMAN
59631,D6R9L7,D6R9L7_HUMAN
59632,A0A0B4J224,A0A0B4J224_HUMAN
59633,Q5JUP1,Q5JUP1_HUMAN
59634,E9PIZ6,E9PIZ6_HUMAN
59635,H0YFG1,H0YFG1_HUMAN
59636,D6R9C8,D6R9C8_HUMAN
59637,C9J463,C9J463_HUMAN
59638,C9JGV1,C9JGV1_HUMAN
59639,M0QX69,M0QX69_HUMAN
59640,A0A7I2V463,A0A7I2V463_HUMAN
59641,A0A087WWP1,A0A087WWP1_HUMAN
59642,V9GYS3,V9GYS3_HUMAN
59643,H0YBJ4,H0YBJ4_HUMAN
59644,A0A7I2V4B1,A0A7I2V4B1_HUMAN
59645,E7ERQ4,E7ERQ4_HUMAN
59646,A0A590UJU8,A0A590UJU8_HUMAN
59647,B8ZZQ6,B8ZZQ6_HUMAN
59648,A0A140T9N2,A0A140T9N2_HUMAN
59649,E9PEI4,E9PEI4_HUMAN
59650,H0YNM6,H0YNM6_HUMAN
59651,C9JIK2,C9JIK2_HUMAN
59652,G3V5K1,G3V5K1_HUMAN
59653,H7C384,H7C384_HUMAN
59654,H0YJZ3,H0YJZ3_HUMAN
59655,A0A087WZG5,A0A087WZG5_HUMAN
59656,E9PNG8,E9PNG8_HUMAN
59657,A0A096LP96,A0A096LP96_HUMAN
59658,E9PH25,E9PH25_HUMAN
59659,H7C218,H7C218_HUMAN
59660,E9PPY3,E9PPY3_HUMAN
59661,R4GNJ6,R4GNJ6_HUMAN
59662,J3QLH2,J3QLH2_HUMAN
59663,X6R4J9,X6R4J9_HUMAN
59664,A0A1W2PR44,A0A1W2PR44_HUMAN
59665,E9PRZ4,E9PRZ4_HUMAN
59666,A0A1W2PQ09,A0A1W2PQ09_HUMAN
59667,C9J4X5,C9J4X5_HUMAN
59668,H0YC06,H0YC06_HUMAN
59669,E7ENQ1,E7ENQ1_HUMAN
59670,H3BUD0,H3BUD0_HUMAN
59671,A0A0C4DG40,A0A0C4DG40_HUMAN
59672,J3KTP2,J3KTP2_HUMAN
59673,A6NFF4,A6NFF4_HUMAN
59674,A0A2R8Y6Q5,A0A2R8Y6Q5_HUMAN
59675,A0A494C083,A0A494C083_HUMAN
59676,A0A0X1KG74,A0A0X1KG74_HUMAN
59677,A0A3B3ISH6,A0A3B3ISH6_HUMAN
59678,A0A0J9YW63,A0A0J9YW63_HUMAN
59679,A0A0C4DGK5,A0A0C4DGK5_HUMAN
59680,A6PWM2,A6PWM2_HUMAN
59681,E9PHI8,E9PHI8_HUMAN
59682,F1LLU7,F1LLU7_HUMAN
59683,H7BYT0,H7BYT0_HUMAN
59684,A0A6Q8JR05,A0A6Q8JR05_HUMAN
59685,E9PIB0,E9PIB0_HUMAN
59686,F5GY04,F5GY04_HUMAN
59687,A0A1W2PRD1,A0A1W2PRD1_HUMAN
59688,H7C285,H7C285_HUMAN
59689,A0A2R8Y651,A0A2R8Y651_HUMAN
59690,A0A087WTB0,A0A087WTB0_HUMAN
59691,H3BTN6,H3BTN6_HUMAN
59692,A0A7I2YQ73,A0A7I2YQ73_HUMAN
59693,K7EQW2,K7EQW2_HUMAN
59694,A0A3B3ITE4,A0A3B3ITE4_HUMAN
59695,H0Y7V5,H0Y7V5_HUMAN
59696,G8JL98,G8JL98_HUMAN
59697,A0A7I2V382,A0A7I2V382_HUMAN
59698,K7EPE4,K7EPE4_HUMAN
59699,A0A7I2V409,A0A7I2V409_HUMAN
59700,D6RCM6,D6RCM6_HUMAN
59701,S4R418,S4R418_HUMAN
59702,K7EJF6,K7EJF6_HUMAN
59703,D6RD66,D6RD66_HUMAN
59704,V9GYN8,V9GYN8_HUMAN
59705,F8WEA6,F8WEA6_HUMAN
59706,E9PQ55,E9PQ55_HUMAN
59707,F2Z2X4,F2Z2X4_HUMAN
59708,A0A1B0GXD9,A0A1B0GXD9_HUMAN
59709,E7EN38,E7EN38_HUMAN
59710,D6RIU9,D6RIU9_HUMAN
59711,A0A1W2PPE5,A0A1W2PPE5_HUMAN
59712,F8W6A4,F8W6A4_HUMAN
59713,Q5JSB5,Q5JSB5_HUMAN
59714,H7C0T3,H7C0T3_HUMAN
59715,H0Y9W9,H0Y9W9_HUMAN
59716,A0A096LPE7,A0A096LPE7_HUMAN
59717,H7C4R6,H7C4R6_HUMAN
59718,D6RER6,D6RER6_HUMAN
59719,H3BQG7,H3BQG7_HUMAN
59720,A0A3B3IU89,A0A3B3IU89_HUMAN
59721,H0YAK3,H0YAK3_HUMAN
59722,G3V3G2,G3V3G2_HUMAN
59723,Q5JSZ2,Q5JSZ2_HUMAN
59724,A0A0G2JKR3,A0A0G2JKR3_HUMAN
59725,C9JM58,C9JM58_HUMAN
59726,E9PAU2,E9PAU2_HUMAN
59727,A8XR14,A8XR14_HUMAN
59728,F5H4R2,F5H4R2_HUMAN
59729,K7EJA5,K7EJA5_HUMAN
59730,G3V374,G3V374_HUMAN
59731,K7ERU0,K7ERU0_HUMAN
59732,A0A590UJY0,A0A590UJY0_HUMAN
59733,S4R400,S4R400_HUMAN
59734,V9GYG5,V9GYG5_HUMAN
59735,X6R7Y7,X6R7Y7_HUMAN
59736,V9GYW1,V9GYW1_HUMAN
59737,H7C5F5,H7C5F5_HUMAN
59738,E9PRJ8,E9PRJ8_HUMAN
59739,F8VRX4,F8VRX4_HUMAN
59740,A0A2R8Y5T7,A0A2R8Y5T7_HUMAN
59741,H0YMN4,H0YMN4_HUMAN
59742,C9JUU5,C9JUU5_HUMAN
59743,C9J6C2,C9J6C2_HUMAN
59744,H0Y854,H0Y854_HUMAN
59745,A0A5F9ZHM8,A0A5F9ZHM8_HUMAN
59746,A0A087X0G6,A0A087X0G6_HUMAN
59747,Q5TBG7,Q5TBG7_HUMAN
59748,D6RDL2,D6RDL2_HUMAN
59749,E7ERZ9,E7ERZ9_HUMAN
59750,H0YCZ0,H0YCZ0_HUMAN
59751,H7C0W3,H7C0W3_HUMAN
59752,A0A096LNY4,A0A096LNY4_HUMAN
59753,D6RBI6,D6RBI6_HUMAN
59754,S4R410,S4R410_HUMAN
59755,Q5JW71,Q5JW71_HUMAN
59756,A0A2R8Y606,A0A2R8Y606_HUMAN
59757,E5RGS2,E5RGS2_HUMAN
59758,A0A7I2YQJ0,A0A7I2YQJ0_HUMAN
59759,H0YA30,H0YA30_HUMAN
59760,A0A2R8YE54,A0A2R8YE54_HUMAN
59761,E9PMW6,E9PMW6_HUMAN
59762,F8VTQ9,F8VTQ9_HUMAN
59763,H7C465,H7C465_HUMAN
59764,M0QYI1,M0QYI1_HUMAN
59765,E9PJQ8,E9PJQ8_HUMAN
59766,F5H0W5,F5H0W5_HUMAN
59767,A0A1C7CYX2,A0A1C7CYX2_HUMAN
59768,A0A7I2YQK5,A0A7I2YQK5_HUMAN
59769,A0A1W2PNY2,A0A1W2PNY2_HUMAN
59770,C9JFL6,C9JFL6_HUMAN
59771,J3QR21,J3QR21_HUMAN
59772,A0A075B735,A0A075B735_HUMAN
59773,H0Y4B0,H0Y4B0_HUMAN
59774,H3BTK2,H3BTK2_HUMAN
59775,G3V3W5,G3V3W5_HUMAN
59776,H0Y523,H0Y523_HUMAN
59777,A0A1W2PSE9,A0A1W2PSE9_HUMAN
59778,M0QXB1,M0QXB1_HUMAN
59779,X6RE28,X6RE28_HUMAN
59780,A0A0J9YWB2,A0A0J9YWB2_HUMAN
59781,A0A2R8YF65,A0A2R8YF65_HUMAN
59782,E7EUT2,E7EUT2_HUMAN
59783,H0YJZ4,H0YJZ4_HUMAN
59784,A0A1W2PPI0,A0A1W2PPI0_HUMAN
59785,D6RF94,D6RF94_HUMAN
59786,F8WDS8,F8WDS8_HUMAN
59787,C9J2G3,C9J2G3_HUMAN
59788,A0A1B0GVX5,A0A1B0GVX5_HUMAN
59789,A0A2R8Y6Y6,A0A2R8Y6Y6_HUMAN
59790,A0A0G2JSA7,A0A0G2JSA7_HUMAN
59791,R4GN85,R4GN85_HUMAN
59792,D6RBK2,D6RBK2_HUMAN
59793,C9JH72,C9JH72_HUMAN
59794,Q5T8D2,Q5T8D2_HUMAN
59795,A6NH01,A6NH01_HUMAN
59796,C9JHD7,C9JHD7_HUMAN
59797,A0A087WTG4,A0A087WTG4_HUMAN
59798,F5GWK2,F5GWK2_HUMAN
59799,E9PP87,E9PP87_HUMAN
59800,H0Y8M3,H0Y8M3_HUMAN
59801,E5RHA6,E5RHA6_HUMAN
59802,K7EMV2,K7EMV2_HUMAN
59803,H0YN13,H0YN13_HUMAN
59804,A0A3B3ITK5,A0A3B3ITK5_HUMAN
59805,A0A3B3IRI5,A0A3B3IRI5_HUMAN
59806,A0A2R8YDZ2,A0A2R8YDZ2_HUMAN
59807,A0A087WTK3,A0A087WTK3_HUMAN
59808,H0YKZ3,H0YKZ3_HUMAN
59809,E5RJ36,E5RJ36_HUMAN
59810,F6X344,F6X344_HUMAN
59811,A0A2R8YF05,A0A2R8YF05_HUMAN
59812,A0A087WWV5,A0A087WWV5_HUMAN
59813,H0YEY4,H0YEY4_HUMAN
59814,A0A1B0GVF0,A0A1B0GVF0_HUMAN
59815,H0YG53,H0YG53_HUMAN
59816,A0A5F9ZI26,A0A5F9ZI26_HUMAN
59817,C9IYT1,C9IYT1_HUMAN
59818,C9IYQ4,C9IYQ4_HUMAN
59819,J3KSZ5,J3KSZ5_HUMAN
59820,A0A0J9YWK2,A0A0J9YWK2_HUMAN
59821,E9PLM2,E9PLM2_HUMAN
59822,A0A2R8YGD3,A0A2R8YGD3_HUMAN
59823,E9PCS8,E9PCS8_HUMAN
59824,K7EKY7,K7EKY7_HUMAN
59825,A0A2R8Y822,A0A2R8Y822_HUMAN
59826,J3QRG3,J3QRG3_HUMAN
59827,E7ES08,E7ES08_HUMAN
59828,F5H3Q6,F5H3Q6_HUMAN
59829,F5H4R4,F5H4R4_HUMAN
59830,E5RIA9,E5RIA9_HUMAN
59831,C9K0U2,C9K0U2_HUMAN
59832,E7EPU0,E7EPU0_HUMAN
59833,I3L2B2,I3L2B2_HUMAN
59834,K7EIZ1,K7EIZ1_HUMAN
59835,E9PQ67,E9PQ67_HUMAN
59836,C9JCZ4,C9JCZ4_HUMAN
59837,C9JYJ7,C9JYJ7_HUMAN
59838,F5H6F8,F5H6F8_HUMAN
59839,E7EPW4,E7EPW4_HUMAN
59840,F5GXV8,F5GXV8_HUMAN
59841,H7BZK2,H7BZK2_HUMAN
59842,A0A0U1RQK8,A0A0U1RQK8_HUMAN
59843,A0A087WUZ6,A0A087WUZ6_HUMAN
59844,H0YN72,H0YN72_HUMAN
59845,H0YLW8,H0YLW8_HUMAN
59846,D6RAX8,D6RAX8_HUMAN
59847,Q5T4L2,Q5T4L2_HUMAN
59848,A0A6Q8PG89,A0A6Q8PG89_HUMAN
59849,B0QYZ8,B0QYZ8_HUMAN
59850,H3BRT7,H3BRT7_HUMAN
59851,C9JFP8,C9JFP8_HUMAN
59852,J3QLG2,J3QLG2_HUMAN
59853,H0Y482,H0Y482_HUMAN
59854,A0A1B0GVK1,A0A1B0GVK1_HUMAN
59855,F5H2H3,F5H2H3_HUMAN
59856,D6R994,D6R994_HUMAN
59857,Q5JW45,Q5JW45_HUMAN
59858,H7C033,H7C033_HUMAN
59859,H0YFP3,H0YFP3_HUMAN
59860,H0YCW0,H0YCW0_HUMAN
59861,H7C531,H7C531_HUMAN
59862,H7C444,H7C444_HUMAN
59863,E9PKJ0,E9PKJ0_HUMAN
59864,A0A590UK43,A0A590UK43_HUMAN
59865,D6R958,D6R958_HUMAN
59866,G3V4S4,G3V4S4_HUMAN
59867,C9JXG5,C9JXG5_HUMAN
59868,A0A1W2PR70,A0A1W2PR70_HUMAN
59869,A0A499FIY5,A0A499FIY5_HUMAN
59870,D6RJB1,D6RJB1_HUMAN
59871,A0A2R8Y3S1,A0A2R8Y3S1_HUMAN
59872,D6RGK0,D6RGK0_HUMAN
59873,A0A087WYV3,A0A087WYV3_HUMAN
59874,S4R3M2,S4R3M2_HUMAN
59875,A0A5H1ZRP4,A0A5H1ZRP4_HUMAN
59876,E9PQQ8,E9PQQ8_HUMAN
59877,F5H823,F5H823_HUMAN
59878,A0A7I2S2S9,A0A7I2S2S9_HUMAN
59879,E5RHT3,E5RHT3_HUMAN
59880,C9JCV8,C9JCV8_HUMAN
59881,A0A6Q8PG13,A0A6Q8PG13_HUMAN
59882,K7EQD3,K7EQD3_HUMAN
59883,H0YM69,H0YM69_HUMAN
59884,K7EMM8,K7EMM8_HUMAN
59885,A0A590UJG7,A0A590UJG7_HUMAN
59886,E9PNE2,E9PNE2_HUMAN
59887,A0A1B0GTK2,A0A1B0GTK2_HUMAN
59888,A0A182DWG2,A0A182DWG2_HUMAN
59889,C9JMP1,C9JMP1_HUMAN
59890,K7EPR5,K7EPR5_HUMAN
59891,X6RBX4,X6RBX4_HUMAN
59892,H3BQV8,H3BQV8_HUMAN
59893,K7ES57,K7ES57_HUMAN
59894,F8W896,F8W896_HUMAN
59895,C9J1X2,C9J1X2_HUMAN
59896,K7ENL1,K7ENL1_HUMAN
59897,A0A6Q8PF70,A0A6Q8PF70_HUMAN
59898,E5RJ11,E5RJ11_HUMAN
59899,F8W1Q1,F8W1Q1_HUMAN
59900,H3BM95,H3BM95_HUMAN
59901,A0A0C4DGD5,A0A0C4DGD5_HUMAN
59902,C9J2C1,C9J2C1_HUMAN
59903,A0A7I2V422,A0A7I2V422_HUMAN
59904,F5H4I7,F5H4I7_HUMAN
59905,H3BUI8,H3BUI8_HUMAN
59906,E9PD43,E9PD43_HUMAN
59907,E5RHX7,E5RHX7_HUMAN
59908,H7BZT9,H7BZT9_HUMAN
59909,A0A0A0MS51,A0A0A0MS51_HUMAN
59910,V9GYS5,V9GYS5_HUMAN
59911,A0A1B0GTC0,A0A1B0GTC0_HUMAN
59912,J3KSA0,J3KSA0_HUMAN
59913,K7EL20,K7EL20_HUMAN
59914,H7C075,H7C075_HUMAN
59915,H0Y6W4,H0Y6W4_HUMAN
59916,H7C2H9,H7C2H9_HUMAN
59917,J3QLA8,J3QLA8_HUMAN
59918,E5RHA1,E5RHA1_HUMAN
59919,A6NFV8,A6NFV8_HUMAN
59920,A0A0A0MT44,A0A0A0MT44_HUMAN
59921,J3QRQ4,J3QRQ4_HUMAN
59922,E9PI20,E9PI20_HUMAN
59923,H3BTE0,H3BTE0_HUMAN
59924,C9JSI2,C9JSI2_HUMAN
59925,B1AM31,B1AM31_HUMAN
59926,R4GMP5,R4GMP5_HUMAN
59927,D6RHD2,D6RHD2_HUMAN
59928,F5H509,F5H509_HUMAN
59929,S4R3X3,S4R3X3_HUMAN
59930,C9JGM0,C9JGM0_HUMAN
59931,A0A3F2YNX0,A0A3F2YNX0_HUMAN
59932,H3BNZ7,H3BNZ7_HUMAN
59933,A0A087WWX0,A0A087WWX0_HUMAN
59934,A0A0C4DGS4,A0A0C4DGS4_HUMAN
59935,M0R1M0,M0R1M0_HUMAN
59936,D6R9K4,D6R9K4_HUMAN
59937,C9IZC6,C9IZC6_HUMAN
59938,E9PNX1,E9PNX1_HUMAN
59939,A0A6I8PRE0,A0A6I8PRE0_HUMAN
59940,F8VZ66,F8VZ66_HUMAN
59941,I3L2T2,I3L2T2_HUMAN
59942,S4R3P0,S4R3P0_HUMAN
59943,H3BT25,H3BT25_HUMAN
59944,G3V5D7,G3V5D7_HUMAN
59945,H3BU85,H3BU85_HUMAN
59946,E9PRX9,E9PRX9_HUMAN
59947,A0A1B0GTT9,A0A1B0GTT9_HUMAN
59948,D6RC78,D6RC78_HUMAN
59949,M0QZA8,M0QZA8_HUMAN
59950,E9PRZ7,E9PRZ7_HUMAN
59951,A0A5F9ZHE0,A0A5F9ZHE0_HUMAN
59952,J3QRS5,J3QRS5_HUMAN
59953,G3V3D8,G3V3D8_HUMAN
59954,R4GNA2,R4GNA2_HUMAN
59955,M0QXK3,M0QXK3_HUMAN
59956,E9PNQ9,E9PNQ9_HUMAN
59957,G3V541,G3V541_HUMAN
59958,A0A087X185,A0A087X185_HUMAN
59959,H0YKW1,H0YKW1_HUMAN
59960,A0A6Q8PH78,A0A6Q8PH78_HUMAN
59961,E7EPM6,E7EPM6_HUMAN
59962,H3BMA8,H3BMA8_HUMAN
59963,A0A2R8Y6E4,A0A2R8Y6E4_HUMAN
59964,F2Z2K0,F2Z2K0_HUMAN
59965,H0YLP6,H0YLP6_HUMAN
59966,Q5T9Q8,Q5T9Q8_HUMAN
59967,A0A0A0MSJ8,A0A0A0MSJ8_HUMAN
59968,C9J2X7,C9J2X7_HUMAN
59969,C9JN45,C9JN45_HUMAN
59970,K7ELC4,K7ELC4_HUMAN
59971,A0A075B7A5,A0A075B7A5_HUMAN
59972,C9IYB4,C9IYB4_HUMAN
59973,H0YM17,H0YM17_HUMAN
59974,A0A087WXJ2,A0A087WXJ2_HUMAN
59975,F6RFD5,F6RFD5_HUMAN
59976,A0A087X0U7,A0A087X0U7_HUMAN
59977,I3L3Y2,I3L3Y2_HUMAN
59978,F8VZV9,F8VZV9_HUMAN
59979,A0A669KBF0,A0A669KBF0_HUMAN
59980,D6RJE4,D6RJE4_HUMAN
59981,S4R3P4,S4R3P4_HUMAN
59982,I3L0Y2,I3L0Y2_HUMAN
59983,B5MCE1,B5MCE1_HUMAN
59984,A0A6Q8PFD5,A0A6Q8PFD5_HUMAN
59985,H0YM06,H0YM06_HUMAN
59986,H0YGW8,H0YGW8_HUMAN
59987,F5H4P9,F5H4P9_HUMAN
59988,H3BTT6,H3BTT6_HUMAN
59989,H0YG20,H0YG20_HUMAN
59990,I3L1X7,I3L1X7_HUMAN
59991,G3V5B3,G3V5B3_HUMAN
59992,F8VV14,F8VV14_HUMAN
59993,F8VQ24,F8VQ24_HUMAN
59994,F5GZJ9,F5GZJ9_HUMAN
59995,A0A1B0GU86,A0A1B0GU86_HUMAN
59996,C9JCI8,C9JCI8_HUMAN
59997,D6RBX9,D6RBX9_HUMAN
59998,M0R279,M0R279_HUMAN
59999,I3L0V5,I3L0V5_HUMAN
60000,E9PF63,E9PF63_HUMAN
60001,F8WDU6,F8WDU6_HUMAN
60002,Q5JPR8,Q5JPR8_HUMAN
60003,K7EMZ7,K7EMZ7_HUMAN
60004,M0QYT5,M0QYT5_HUMAN
60005,J3KP97,J3KP97_HUMAN
60006,A0A087X238,A0A087X238_HUMAN
60007,A0A087WYS4,A0A087WYS4_HUMAN
60008,C9JYQ8,C9JYQ8_HUMAN
60009,E7EP82,E7EP82_HUMAN
60010,A0A087WZZ6,A0A087WZZ6_HUMAN
60011,J3QQJ2,J3QQJ2_HUMAN
60012,J3QS44,J3QS44_HUMAN
60013,J3QLS2,J3QLS2_HUMAN
60014,E9PSB9,E9PSB9_HUMAN
60015,H0YG27,H0YG27_HUMAN
60016,F8WET6,F8WET6_HUMAN
60017,F8VRK2,F8VRK2_HUMAN
60018,K7EMZ3,K7EMZ3_HUMAN
60019,H3BVI2,H3BVI2_HUMAN
60020,J3KRF8,J3KRF8_HUMAN
